,UserId,Reputation,Views,UpVotes,DownVotes,PostId,Score,ViewCount,CommentCount,no_posted,CommentBins
86665,48148,1351,68,5,0,107642,2,35.6530612244898,7,48,Moderate
5682,573,365,40,260,0,4674,3,780.5,0,13,Very Low
88424,52391,35,2,1,0,110067,0,13.0,0,4,Very Low
15775,1683,106,3,1,0,3924,1,193.0,8,1,Moderate
65607,25957,6,0,0,0,59699,1,86.0,1,1,Very Low
83672,43947,20,4,1,0,112892,0,23.0,0,6,Very Low
42149,9975,1766,108,111,1,25157,1,471.3333333333333,2,37,Very Low
87225,48766,1148,59,44,0,109161,0,24.586206896551722,0,28,Very Low
41040,9381,11,2,0,0,23526,1,220.0,4,1,Low
88063,51935,146,4,3,0,108943,0,33.4,2,4,Very Low
4044,300,524,44,223,0,5317,1,484.79999999999995,0,13,Very Low
2563,183,22625,4069,2496,45,61857,2,546.0,10,493,Moderate
88283,52209,101,0,2,0,108190,0,21.5,0,1,Very Low
15912,1739,8772,881,154,8,9902,1,1245.8260869565217,5,182,Low
37880,8114,311,70,26,3,26635,2,327.0,5,43,Low
67064,27114,31,1,0,0,62530,1,211.0,0,3,Very Low
36781,7964,278,35,270,0,69678,3,96.0,1,10,Very Low
48840,12690,112,12,5,0,35750,4,397.0,7,10,Moderate
23826,3911,2481,456,337,7,9619,2,411.0243902439024,2,91,Very Low
29496,5739,15236,2252,705,16,44213,1,477.56488549618325,0,397,Very Low
61731,22311,3963,298,736,113,100352,0,164.10714285714286,6,91,Moderate
4393,364,5442,671,115,2,1825,2,603.3333333333334,1,144,Very Low
6136,601,13478,1286,283,17,70560,5,101.86046511627907,6,380,Moderate
77432,36229,1306,124,201,5,109717,2,64.0,4,74,Low
1427,88,14082,3320,4235,126,24436,0,368.03125,0,339,Very Low
90260,55108,21,2,0,0,114082,3,44.0,1,1,Very Low
53230,16016,18,4,15,0,57400,0,281.5,0,3,Very Low
77840,36540,253,78,77,2,80424,1,220.0,1,71,Very Low
49609,13090,156,10,6,0,33726,1,237.0,0,7,Very Low
70922,29330,6,3,0,0,67838,1,134.0,0,1,Very Low
27683,4942,243,29,6,1,11737,2,315.0,0,7,Very Low
66817,26875,106,1,0,0,83837,1,19.0,0,1,Very Low
71989,30284,11,1,0,0,69996,1,116.0,5,2,Low
3397,251,7931,984,819,0,3768,1,753.9327731092437,0,132,Very Low
2615,183,22625,4069,2496,45,87639,2,115.16666666666667,0,493,Very Low
76247,35336,11,0,0,0,77718,1,78.0,5,2,Low
73997,31646,1,2,0,0,73128,0,153.0,1,1,Very Low
24756,4257,6461,434,186,6,10828,3,151.875,0,168,Very Low
52419,14675,802,75,109,8,69764,3,1392.4615384615386,1,25,Very Low
18741,2485,2012,216,458,17,29864,2,1109.9,0,46,Very Low
88903,52939,1,0,0,0,110918,0,29.0,1,2,Very Low
39894,8809,70,25,1,0,96420,1,52.0,3,7,Low
71476,29765,18,19,2,0,69973,0,52.0,2,5,Very Low
3878,279,6176,374,578,8,9015,4,611.5217391304348,1,158,Very Low
77714,36462,751,198,32,2,101392,0,15.0,1,56,Very Low
82359,42349,16,2,0,0,90907,3,65.0,2,1,Very Low
68230,27863,21,5,0,0,63917,1,175.0,0,2,Very Low
46347,11647,1,0,0,0,29510,0,633.0,6,1,Moderate
26792,4693,145,10,2,0,44990,2,201.0,4,4,Low
26701,4629,26,1,1,0,10855,5,245.0,3,1,Low
76865,35892,1,0,0,0,79031,0,36.0,6,1,Moderate
72689,30687,103,2,0,0,70967,0,110.0,0,1,Very Low
16754,1934,4957,578,329,11,55755,1,1196.0,0,74,Very Low
60432,21707,16,0,0,0,51676,3,619.0,0,1,Very Low
4996,449,12813,1089,1607,57,766,3,485.8175182481752,1,260,Very Low
42233,10017,350,82,23,1,37678,2,305.0,1,24,Very Low
81632,41437,6,0,0,0,89040,1,61.0,0,1,Very Low
2398,183,22625,4069,2496,45,14969,4,496.0967741935484,0,493,Very Low
68354,27971,104,14,8,0,80098,2,376.0,7,6,Moderate
13785,1106,2410,140,202,2,7144,3,429.5,1,56,Very Low
42448,10069,798,148,66,1,65048,2,78.0,0,45,Very Low
16883,1977,830,124,111,0,14596,1,1436.5714285714287,6,24,Moderate
59788,21240,790,104,48,2,60539,1,428.8378378378378,0,37,Very Low
62899,23878,118,5,5,0,65677,1,94.0,0,3,Very Low
27927,5168,123,5,1,0,12334,4,207.0,0,1,Very Low
17427,2116,18088,3899,3274,43,7561,1,969.2727272727273,0,363,Very Low
81516,41317,111,4,5,0,96791,2,186.66666666666669,0,2,Very Low
21829,3280,287,22,7,0,111747,1,21.0,2,18,Very Low
42763,10277,31,5,0,0,110942,1,1098.75,1,3,Very Low
82804,42848,66,11,0,0,93477,0,83.0,0,8,Very Low
69312,28640,136,2,2,0,73756,0,143.0,0,6,Very Low
595,25,4968,641,328,23,38659,1,376.0,0,137,Very Low
24520,4253,19585,6948,155,56,66463,3,94.3051948051948,2,450,Very Low
21918,3310,735,98,69,0,20850,1,188.0,1,51,Very Low
75020,32320,1,1,0,0,74609,0,42.0,7,2,Moderate
16005,1739,8772,881,154,8,48853,5,543.2717391304349,0,182,Very Low
51925,14372,8,4,0,0,37963,1,118.0,6,1,Moderate
51137,13908,1,1,0,0,64855,0,43.0,2,2,Very Low
81505,41307,116,9,20,0,110047,0,27.0,2,18,Very Low
58603,20403,101,2,0,0,49133,0,333.5,0,1,Very Low
64195,24853,142,12,11,0,58975,1,394.0,0,5,Very Low
7157,686,44152,7357,2156,82,40488,0,625.1407035175879,3,1598,Low
32635,6884,592,83,148,0,18841,0,171.0,2,27,Very Low
45193,11032,22275,7395,2619,42,36361,0,380.0909090909091,0,966,Very Low
63227,24097,450,94,19,1,76973,0,91.0,1,48,Very Low
61096,22047,13806,2722,401,200,62328,2,148.3815028901734,2,345,Very Low
71174,29547,270,9,18,0,71120,0,196.0,0,8,Very Low
70479,29056,106,1,0,0,67142,1,210.0,0,1,Very Low
59942,21362,111,1,0,0,51012,2,473.0,0,1,Very Low
62770,23853,6235,514,147,10,63731,3,172.80104712041884,1,190,Very Low
21925,3310,735,98,69,0,26288,4,513.0,0,51,Very Low
75165,32433,6,3,0,0,74817,1,193.0,0,1,Very Low
62499,23694,195,9,6,0,55153,2,90.0,1,5,Very Low
80728,40431,33,1,0,0,91006,5,196.0,0,2,Very Low
72195,30395,426,124,23,0,77257,0,78.0,0,20,Very Low
80456,40128,32,4,0,0,86368,0,202.0,2,12,Very Low
87389,48996,11,1,0,0,104756,2,25.0,1,1,Very Low
34489,7290,37083,5554,8641,125,63567,0,317.4119318181818,0,827,Very Low
66894,26950,173,18,12,0,102891,0,24.0,0,14,Very Low
89519,53990,1,1,0,0,112833,0,52.0,2,1,Very Low
80680,40378,107,42,4,0,97173,0,70.0,0,11,Very Low
87138,48690,1,8,0,0,104075,-1,64.5,1,1,Very Low
63043,24001,11,0,0,0,109524,0,57.22222222222223,0,3,Very Low
85497,45708,1,0,0,0,99068,0,34.0,0,1,Very Low
55205,17140,188,10,2,0,56459,1,248.0,3,11,Low
74959,32247,28,4,0,0,74756,0,160.0,13,3,High
39563,8657,163,15,24,0,30077,0,221.28571428571428,8,12,Moderate
67669,27556,610,51,28,2,79751,1,94.7560975609756,1,45,Very Low
42058,9928,128,11,4,0,24840,1,1458.0,4,5,Low
20220,2860,3359,467,134,7,28172,0,178.04347826086956,0,127,Very Low
11300,919,87393,20932,11273,779,2625,4,786.4642857142857,2,1204,Very Low
11623,919,87393,20932,11273,779,11599,2,1298.670769230769,0,1204,Very Low
78203,36743,191,69,8,0,80935,2,61.14285714285714,0,5,Very Low
47480,12033,21,3,0,0,30574,4,160.0,6,1,Moderate
8562,795,5606,967,1547,8,3906,3,760.25,0,225,Very Low
32751,6920,1299,385,165,2,39278,0,690.5,0,48,Very Low
41596,9588,83,14,4,0,28743,5,547.0,2,4,Very Low
53442,16113,78,4,13,0,78591,5,240.0,13,1,High
18799,2516,127,14,0,0,38815,0,32.0,1,6,Very Low
84123,44269,4767,397,363,41,112510,2,57.0,0,213,Very Low
53838,16365,80,15,8,0,58023,1,262.0,1,13,Very Low
75773,34958,1,1,0,0,86361,4,142.75,0,1,Very Low
16450,1818,425,54,18,1,32888,1,376.0,2,20,Very Low
43599,10676,43,10,1,0,26684,5,70.0,2,2,Very Low
37241,8013,7972,662,108,6,27036,2,122.4666666666667,3,320,Low
45362,11060,950,1289,156,1,52306,1,200.36363636363637,2,32,Very Low
10470,827,262,22,6,0,13403,2,445.0,0,6,Very Low
75292,34565,6,0,0,0,76067,1,24.0,1,1,Very Low
54094,16580,111,17,6,0,72990,1,113.0,6,2,Moderate
57673,18615,133,9,14,0,51302,3,493.0,0,9,Very Low
42897,10354,1506,124,88,14,30718,5,353.0,8,46,Moderate
41351,9444,406,60,15,13,25697,3,111.76923076923077,0,12,Very Low
39498,8605,2526,462,497,15,35997,1,813.75,0,101,Very Low
80463,40128,32,4,0,0,93913,1,84.0,1,12,Very Low
54591,16849,11,6,0,0,43586,1,663.0,0,2,Very Low
77117,36041,2538,252,15,5,93774,1,25.604166666666668,1,179,Very Low
88541,52521,11,1,0,0,108820,2,30.0,2,1,Very Low
12864,930,31170,5529,10523,214,22157,2,1265.9827089337175,0,458,Very Low
82883,42925,26,8,0,0,92328,-1,135.0,0,5,Very Low
82232,42173,106,7,2,0,90560,1,101.8,0,5,Very Low
84405,44513,20,1,2,0,104638,0,27.0,0,5,Very Low
61762,22314,273,18,22,0,72961,2,153.0,0,26,Very Low
60927,21998,553,433,51,8,61267,1,1200.0,0,70,Very Low
88697,52652,1,1,0,0,109050,0,18.0,0,1,Very Low
45580,11205,39,6,2,0,58225,2,151.0,2,6,Very Low
18170,2310,3016,2342,220,2,57949,1,165.0,6,106,Moderate
64392,25059,22,8,27,0,59217,1,98.0,0,3,Very Low
26480,4598,8814,516,314,11,46394,1,165.42857142857144,0,254,Very Low
5246,449,12813,1089,1607,57,28264,0,125.41605839416059,0,260,Very Low
28999,5563,35,10,0,0,13534,1,723.5,4,1,Low
12577,930,31170,5529,10523,214,3677,2,1076.579250720461,0,458,Very Low
8757,805,65272,5680,7035,143,40626,1,278.107476635514,0,1720,Very Low
41645,9617,121,4,8,0,32273,4,76.0,2,1,Very Low
83878,44180,1,2,0,0,94541,0,6.0,0,1,Very Low
70312,28928,129,182,33,1,71212,1,103.0,0,10,Very Low
59877,21315,16,1,0,0,50909,3,483.0,3,1,Low
18067,2260,287,7,60,0,18499,3,174.0,4,8,Low
11311,919,87393,20932,11273,779,2946,2,780.7678571428571,0,1204,Very Low
4483,364,5442,671,115,2,14425,5,382.75,0,144,Very Low
24548,4253,19585,6948,155,56,70715,1,94.85064935064935,2,450,Very Low
42474,10088,82,8,20,0,76795,2,186.33333333333334,0,7,Very Low
90248,55078,1,0,0,0,114033,0,24.0,3,1,Low
86481,46925,337,13,32,1,104766,1,31.0,0,20,Very Low
56887,18018,11,0,0,0,46368,2,627.0,0,1,Very Low
56313,17672,1274,72,23,2,94672,1,108.10526315789474,0,40,Very Low
31543,6476,840,31,0,0,113545,1,28.0,0,19,Very Low
88506,52461,1,0,0,0,109172,0,34.0,0,2,Very Low
55581,17230,10690,1040,3079,163,103530,0,231.95604395604397,1,290,Very Low
69527,28727,126,4,2,0,66309,5,197.0,0,1,Very Low
47898,12318,551,73,418,18,35324,3,871.0,3,24,Low
88339,52260,23,4,1,0,109063,3,7.0,0,2,Very Low
83278,43475,1,0,0,0,93177,0,23.0,0,1,Very Low
63935,24669,2103,158,196,12,103320,2,635.1636363636363,1,54,Very Low
46254,11623,853,121,95,0,36108,0,654.75,2,47,Very Low
72954,30951,161,35,32,1,74013,3,164.0,9,23,Moderate
3866,279,6176,374,578,8,5837,2,654.0062111801242,1,158,Very Low
41,-1,1,0,5007,1920,28263,0,1253.3959537572255,0,211,Very Low
46820,11852,3091,591,598,36,76186,2,336.26771653543307,0,104,Very Low
32521,6845,553,28,22,3,17287,1,86.61538461538461,1,21,Very Low
33946,7251,314,37,30,0,31885,2,356.0,0,10,Very Low
44956,11032,22275,7395,2619,42,33722,0,653.1724137931035,0,966,Very Low
88342,52261,46,3,1,0,108392,0,19.5,0,4,Very Low
17531,2116,18088,3899,3274,43,14608,0,664.6666666666666,0,363,Very Low
43046,10431,21,2,0,0,25992,4,961.0,2,1,Very Low
9023,805,65272,5680,7035,143,54819,2,1131.2133956386292,1,1720,Very Low
45949,11441,13,5,0,0,76476,0,224.5,0,2,Very Low
80751,40443,131,3,1,0,114022,2,41.0,7,2,Moderate
15756,1679,3536,382,164,8,73019,2,36.0,3,101,Low
16487,1834,221,34,32,0,34930,3,182.0,1,9,Very Low
19947,2817,9604,1244,1437,8,19867,1,795.375,1,276,Very Low
87847,49576,28,5,0,0,105953,5,43.0,1,1,Very Low
62321,22543,873,37,80,1,53443,1,100.63636363636364,0,31,Very Low
36685,7907,33,4,5,0,95104,0,640.5,1,2,Very Low
72424,30512,40,12,2,0,71561,0,96.0,0,3,Very Low
55132,17107,108,21,14,0,54683,1,160.0,1,12,Very Low
39620,8680,16,4,0,0,21536,0,309.0,4,2,Low
17224,2074,1239,124,2,0,78225,2,164.56,0,42,Very Low
74180,31744,18,0,0,0,73356,3,124.0,0,1,Very Low
2876,198,908,42,69,0,8837,3,580.2222222222222,0,18,Very Low
68764,28309,164,13,20,0,76838,0,51.0,0,23,Very Low
68236,27866,96,5,6,0,89641,0,67.16666666666669,1,6,Very Low
23824,3911,2481,456,337,7,9601,1,389.8536585365854,2,91,Very Low
32827,6945,66,4,1,0,80712,2,806.5,3,3,Low
67415,27403,2571,215,105,1,65373,2,172.76923076923077,0,57,Very Low
81532,41346,11,5,0,0,96402,1,197.0,1,3,Very Low
32096,6637,890,61,43,0,23372,3,356.75,6,30,Moderate
37006,7972,11631,1050,1230,187,43909,0,950.1793721973095,0,340,Very Low
51050,13831,1,1,0,0,35664,-1,383.0,3,2,Low
38600,8388,145,19,5,0,20720,2,322.0,0,6,Very Low
75624,34834,6,5,0,0,76622,1,86.0,0,1,Very Low
17260,2074,1239,124,2,0,114735,2,619.6,2,42,Very Low
88380,52337,11,0,0,0,108442,1,48.0,0,1,Very Low
64744,25316,179,11,2,0,58319,1,63.0,0,8,Very Low
72972,30966,11,5,0,0,71826,1,252.5,2,2,Very Low
73776,31489,111,0,5,0,72767,2,57.0,0,1,Very Low
82653,42697,23,0,0,0,91685,2,107.0,0,3,Very Low
8928,805,65272,5680,7035,143,51962,2,826.5327102803739,0,1720,Very Low
64982,25433,3680,344,608,30,78575,1,100.81818181818181,0,157,Very Low
72389,30494,130,8,12,0,72841,0,41.0,2,17,Very Low
80047,39663,222,54,7,2,85703,3,52.0,0,15,Very Low
77590,36381,838,26,173,5,83915,2,595.1818181818182,9,40,Moderate
13379,1005,3679,870,325,0,96797,0,13.0,0,292,Very Low
38312,8207,1406,105,64,0,28693,3,644.6666666666667,4,57,Low
6249,603,10647,1225,683,49,3102,3,837.0,2,258,Very Low
68161,27838,409,33,125,0,73624,1,147.0,0,21,Very Low
60700,21916,16,2,0,0,90029,0,140.0,0,4,Very Low
14253,1229,526,34,11,0,25166,4,147.8,3,13,Low
43481,10619,298,627,64,12,82088,0,92.0,4,42,Low
26574,4598,8814,516,314,11,79000,2,162.22619047619048,1,254,Very Low
70971,29374,302,17,9,0,79525,1,29.894736842105264,1,17,Very Low
48494,12518,872,87,100,1,45641,4,142.8,6,20,Moderate
33166,7071,7663,878,550,21,33875,1,363.31818181818187,0,274,Very Low
41031,9369,11,3,0,0,23305,2,601.0,0,1,Very Low
8796,805,65272,5680,7035,143,45047,0,403.1869158878505,0,1720,Very Low
85038,45076,8,0,0,0,96612,1,164.0,6,1,Moderate
81112,40889,23,2,0,0,90568,0,94.0,1,2,Very Low
17930,2150,1969,196,62,0,31712,1,243.53333333333333,0,33,Very Low
23160,3614,56,9,2,0,8001,4,348.0,4,4,Low
72240,30417,511,35,3,0,104517,0,16.0,1,25,Very Low
75273,32544,6,0,0,0,75028,1,45.0,7,1,Moderate
17719,2126,4536,798,642,5,33579,1,292.75342465753425,1,72,Very Low
17069,2040,790,428,262,12,32415,5,1060.0,0,163,Very Low
26854,4727,100,5,4,0,30217,1,75.0,0,6,Very Low
20489,2958,10470,655,210,6,6766,5,179.7948717948718,1,277,Very Low
86800,48284,101,3,3,0,103186,0,21.0,2,1,Very Low
56130,17590,192,34,31,0,87857,0,38.0,6,26,Moderate
51035,13818,2594,137,70,0,86131,2,465.6304347826087,1,56,Very Low
71210,29587,11,0,0,0,68449,2,49.0,0,1,Very Low
22640,3434,11,2,0,0,7625,2,908.0,0,2,Very Low
51978,14418,1,6,0,0,38091,0,772.0,4,1,Low
71507,29787,25,4,2,0,70261,0,56.0,0,6,Very Low
76539,35572,396,25,23,1,94035,0,79.5,1,32,Very Low
78355,36854,161,8,0,0,87475,1,90.33333333333333,0,14,Very Low
1664,139,758,241,41,0,11654,2,386.0,1,19,Very Low
43680,10749,282,91,10,0,48553,2,1000.0,0,18,Very Low
67645,27556,610,51,28,2,64077,0,266.2682926829268,0,45,Very Low
61301,22047,13806,2722,401,200,92805,2,313.0924855491329,0,345,Very Low
66612,26636,106,1,0,0,63726,1,48.0,0,1,Very Low
58817,20598,72,14,2,0,79118,2,152.0,3,10,Low
79069,37616,37,11,6,0,83686,1,151.0,0,9,Very Low
58465,20327,100,10,5,0,101058,0,42.0,2,11,Very Low
61885,22396,6,0,0,0,53025,1,139.0,0,1,Very Low
24499,4253,19585,6948,155,56,65015,1,93.8961038961039,0,450,Very Low
46034,11475,176,93,38,0,30895,2,82.0,6,32,Moderate
4598,401,6906,1070,394,6,7265,1,958.1351351351351,0,172,Very Low
70582,29087,1001,37,11,0,67377,1,144.23076923076923,2,38,Very Low
35032,7397,607,70,64,3,32099,1,301.0,5,20,Low
33583,7199,1006,53,9,0,18436,1,142.5,0,23,Very Low
66802,26856,106,4,3,0,66387,1,101.0,1,1,Very Low
8684,795,5606,967,1547,8,25034,1,100.5,0,225,Very Low
87913,49698,1,0,0,0,106168,0,29.0,2,1,Very Low
8739,805,65272,5680,7035,143,25412,1,601.5263157894738,0,1720,Very Low
39518,8622,139,15,11,1,48751,0,407.8,1,4,Very Low
48258,12436,852,37,51,1,68384,1,56.75,0,35,Very Low
62990,23972,38,4,4,0,70170,1,136.5,0,4,Very Low
85683,45935,18,1,0,0,99580,3,93.0,0,1,Very Low
90314,55215,11,1,0,0,114292,1,28.5,0,1,Very Low
64719,25292,378,20,5,0,96706,3,142.41176470588235,0,16,Very Low
51442,14137,52,8,7,0,86426,0,102.0,1,9,Very Low
29312,5739,15236,2252,705,16,20285,2,1270.3291139240507,11,397,Moderate
54626,16859,1391,61,204,4,69584,2,112.8,5,45,Low
5201,449,12813,1089,1607,57,18402,0,190.28832116788317,0,260,Very Low
63191,24091,125,15,7,0,55911,2,35.0,0,7,Very Low
42985,10389,604,74,31,1,64289,5,192.0,0,35,Very Low
72896,30877,37,20,0,0,72332,2,74.0,0,8,Very Low
66028,26238,38,3,20,0,60281,1,178.0,1,4,Very Low
52658,14771,146,4,10,3,96754,0,646.4000000000001,0,3,Very Low
54992,17072,1981,305,523,16,53289,2,472.0,1,75,Very Low
4410,364,5442,671,115,2,3642,1,342.25,0,144,Very Low
4488,364,5442,671,115,2,16607,2,907.8,3,144,Low
73501,31334,881,68,93,0,78540,4,95.33333333333333,9,47,Moderate
89517,53989,1,0,0,0,111710,0,14.0,0,2,Very Low
51988,14427,1,0,0,0,38106,0,113.0,7,1,Moderate
49948,13212,191,14,28,1,62867,1,373.6666666666667,0,16,Very Low
69221,28566,1492,80,0,0,78471,0,270.45454545454544,0,43,Very Low
52334,14643,138,4,0,0,57794,0,175.0,0,7,Very Low
26746,4673,476,46,9,0,25391,4,939.0,3,31,Low
77800,36539,448,76,58,2,80541,1,38.15384615384615,0,43,Very Low
44579,11032,22275,7395,2619,42,29725,0,887.4169278996865,0,966,Very Low
76114,35224,240,28,7,0,96210,0,24.0,0,18,Very Low
42357,10064,1097,111,226,2,31499,0,370.33333333333337,0,46,Very Low
58807,20591,23,2,0,0,49599,0,103.25,2,3,Very Low
44640,11032,22275,7395,2619,42,30234,1,908.0689655172414,0,966,Very Low
71783,30121,51,11,0,0,69849,2,242.5,0,3,Very Low
4046,300,524,44,223,0,6381,1,630.4,3,13,Low
25119,4344,87,53,2,0,51200,2,864.0,1,23,Very Low
79353,37976,475,58,34,0,94669,0,30.0,4,56,Low
47171,11926,111,1,13,0,90211,2,62.0,1,1,Very Low
10296,805,65272,5680,7035,143,110548,1,291.9082352941176,0,1720,Very Low
21372,3248,473,1055,48,0,56572,1,83.0,0,16,Very Low
69757,28746,16108,1673,63,6,72915,4,252.62666666666667,9,417,Moderate
5553,557,1273,142,58,0,3381,2,930.0,4,44,Low
79648,38248,1,0,0,0,83900,0,72.0,3,1,Low
57481,18493,214,19,18,5,55245,1,183.0,3,14,Low
69847,28746,16108,1673,63,6,82200,2,573.511811023622,0,417,Very Low
41635,9608,220,9,22,0,90329,0,50.66666666666667,0,9,Very Low
40386,9136,390,140,69,0,38288,0,179.0,0,37,Very Low
21088,3025,254,21,26,0,24018,3,1138.0,1,5,Very Low
28460,5397,177,70,0,0,21692,1,1236.0,0,12,Very Low
49052,12793,134,23,19,1,113497,5,39.0,1,18,Very Low
39660,8694,356,38,17,1,49738,0,125.0,4,24,Low
88171,52040,6,0,0,0,107853,1,34.0,2,2,Very Low
63268,24128,36,14,21,0,60878,-1,222.0,2,6,Very Low
84644,44760,418,52,34,0,102909,0,38.75,0,40,Very Low
67134,27187,36,1,0,0,62351,1,86.0,0,2,Very Low
21997,3331,1068,67,30,1,33153,2,175.60000000000002,0,34,Very Low
66358,26357,598,38,29,12,67144,0,278.7857142857143,2,22,Very Low
31366,6401,25,6,2,0,18769,3,210.5,0,6,Very Low
53198,15993,43,0,2,0,41795,2,133.0,0,3,Very Low
43538,10651,36,2,1,0,26541,1,78.0,9,2,Moderate
4838,439,2031,268,152,1,11493,4,329.0,3,50,Low
27123,4829,637,32,146,1,52292,0,697.0,0,36,Very Low
59599,21072,680,76,292,54,51406,1,29.0,0,35,Very Low
43300,10524,2384,163,55,20,56359,2,219.4736842105263,1,83,Very Low
89955,54554,1,2,0,0,112962,0,17.0,5,1,Low
28040,5218,26,13,0,0,12453,1,323.0,4,3,Low
36937,7972,11631,1050,1230,187,26644,1,1141.7085201793723,0,340,Very Low
89786,54300,60,64,14,6,112394,1,54.0,6,24,Moderate
73376,31264,459,34,12,3,74501,1,100.25,0,32,Very Low
83933,44268,21,0,0,0,94885,4,18.0,3,1,Low
21609,3277,13898,2866,869,12,18307,1,350.95,2,286,Very Low
28251,5289,708,75,32,5,13083,0,634.7894736842105,4,18,Low
24233,4213,155,13,21,0,9671,3,470.0,0,6,Very Low
80779,40471,16,0,0,0,86980,3,61.0,4,1,Low
19219,2669,6078,776,1146,351,20871,3,423.3333333333333,0,291,Very Low
36853,7972,11631,1050,1230,187,22153,3,422.42857142857144,0,340,Very Low
69440,28673,35,1,7,0,74033,1,76.0,2,3,Very Low
60187,21599,1888,286,1243,39,65328,0,686.8888888888889,0,154,Very Low
45470,11116,231,26,23,0,27859,1,42.0,0,10,Very Low
20189,2860,3359,467,134,7,11790,3,66.5,4,127,Low
70899,29311,26,7,2,0,67782,5,244.0,9,1,Moderate
28422,5382,136,9,1,0,13075,3,429.0,2,2,Very Low
89135,53280,6,0,0,0,114891,0,8.0,0,3,Very Low
602,25,4968,641,328,23,48795,2,397.0,0,137,Very Low
57900,19815,328,34,31,0,64809,3,257.0,3,26,Low
76426,35487,6,1,0,0,78097,1,67.0,1,1,Very Low
31605,6489,511,356,33,3,23032,0,368.0,8,34,Moderate
40377,9136,390,140,69,0,26916,1,949.0,2,37,Very Low
80902,40582,233,33,21,0,91283,1,39.57142857142857,0,15,Very Low
15921,1739,8772,881,154,8,15290,2,1177.836956521739,1,182,Very Low
33967,7258,32,20,16,0,99160,2,260.0,0,4,Very Low
649,25,4968,641,328,23,92331,3,376.36734693877554,2,137,Very Low
79647,38247,1,0,0,0,83902,0,48.0,2,1,Very Low
83070,43183,355,20,6,0,92692,0,39.416666666666664,0,11,Very Low
89050,53144,32,7,2,0,111779,1,34.0,1,3,Very Low
83805,44091,1,0,0,0,94375,0,37.0,0,1,Very Low
89925,54496,96,13,0,0,112835,1,39.2,6,4,Moderate
86361,46759,6,1,0,0,101245,1,89.0,8,1,Moderate
65817,26105,900,101,62,0,56753,1,21.0,0,40,Very Low
88954,53030,1,0,0,0,109832,0,30.0,2,1,Very Low
37461,8013,7972,662,108,6,86507,0,49.0,0,320,Very Low
46115,11523,563,64,27,7,44752,5,208.58823529411765,8,10,Moderate
55673,17304,83,25,25,0,78820,1,41.0,4,3,Low
86583,48079,6,0,0,0,102797,1,33.0,0,1,Very Low
72316,30460,651,33,24,3,70454,1,55.6,0,28,Very Low
81978,41856,61,49,5,0,96222,1,87.0,6,15,Moderate
85494,45695,11,1,0,0,99028,2,96.0,2,1,Very Low
78386,36893,1,0,0,0,81981,0,12.0,1,1,Very Low
18621,2407,348,28,2,0,5566,4,310.0,2,10,Very Low
43480,10619,298,627,64,12,81838,1,167.0,0,42,Very Low
22609,3424,38,3,0,0,7605,2,359.0,3,4,Low
36618,7863,6,0,0,0,21114,1,362.0,2,2,Very Low
79687,38299,11,0,0,0,84002,2,47.0,0,1,Very Low
3953,279,6176,374,578,8,53095,1,345.9937888198758,0,158,Very Low
74298,31845,21,4,0,0,73596,4,48.0,1,1,Very Low
67819,27590,38,7,4,0,104572,3,50.0,0,5,Very Low
32366,6768,776,43,0,0,34476,0,914.9615384615385,0,51,Very Low
52527,14730,1443,301,386,2,39240,2,118.0,3,73,Low
41923,9811,108,28,2,0,68064,4,244.0,10,3,Moderate
88781,52756,126,17,0,0,111799,1,40.55555555555556,0,12,Very Low
8152,686,44152,7357,2156,82,96528,0,35.5,2,1598,Very Low
15662,1670,1589,209,35,0,7276,1,228.64705882352942,0,25,Very Low
14398,1307,4128,5025,600,10,3970,1,1036.6666666666667,4,90,Low
84454,44560,1,0,0,0,95430,0,39.0,0,1,Very Low
88559,52546,26,3,2,0,108896,1,86.0,4,2,Low
64857,25392,439,34,16,0,90760,2,74.0,1,50,Very Low
62132,22468,2147,1471,2219,103,63458,0,310.7659574468085,0,147,Very Low
59774,21238,6,0,0,0,50797,1,177.0,1,2,Very Low
78889,37431,11,0,0,0,82521,2,82.0,0,1,Very Low
73834,31534,11,7,0,0,78722,0,53.0,5,7,Low
51474,14151,4,0,0,0,37437,0,803.0,2,1,Very Low
15740,1679,3536,382,164,8,47910,1,451.53846153846155,2,101,Very Low
15714,1679,3536,382,164,8,24677,5,339.9130434782609,5,101,Low
4831,439,2031,268,152,1,5021,5,456.5,0,50,Very Low
4463,364,5442,671,115,2,10253,2,1342.0,1,144,Very Low
58301,20148,378,32,34,1,94700,1,61.0,7,22,Moderate
10441,805,65272,5680,7035,143,115354,2,432.13176470588235,0,1720,Very Low
745,30,2185,312,40,3,3118,3,912.6666666666666,0,39,Very Low
79293,37892,11,0,0,0,83315,2,32.0,1,1,Very Low
41744,9676,228,18,1,0,24266,1,298.0,0,2,Very Low
36285,7828,8635,666,49,110,31750,0,223.9056603773585,1,388,Very Low
50396,13519,1453,55,14,0,72044,3,325.0,0,41,Very Low
5999,601,13478,1286,283,17,31477,2,168.73170731707316,0,380,Very Low
6749,686,44152,7357,2156,82,13645,1,1062.2307692307693,0,1598,Very Low
23489,3820,111,4,0,0,8551,2,537.0,2,1,Very Low
82501,42538,26,2,0,0,94236,0,14.0,0,3,Very Low
81292,41072,6,2,0,0,88242,0,46.0,1,2,Very Low
